sampleID	bioSampleID	dataset	target_gene	marker	molecule	accessions
ERR1755949	SAMEA2623018	tara	18S rRNA	V9	DNA	ERR1755949
ERR1756092	SAMEA2623018	tara	18S rRNA	V9	DNA	ERR1756092
ERR1879779	SAMEA2623070	tara	18S rRNA	V9	DNA	ERR1879779
ERR1879912	SAMEA2623070	tara	18S rRNA	V9	DNA	ERR1879912
ERR1756232	SAMEA2623072	tara	18S rRNA	V9	DNA	ERR1756232
ERR1756249	SAMEA2623072	tara	18S rRNA	V9	DNA	ERR1756249
ERR1879864	SAMEA2623126	tara	18S rRNA	V9	DNA	ERR1879864
ERR1879922	SAMEA2623126	tara	18S rRNA	V9	DNA	ERR1879922
ERR1756228	SAMEA2623128	tara	18S rRNA	V9	DNA	ERR1756228
ERR1756259	SAMEA2623128	tara	18S rRNA	V9	DNA	ERR1756259
ERR1879772	SAMEA2623146	tara	18S rRNA	V9	DNA	ERR1879772
ERR1879804	SAMEA2623146	tara	18S rRNA	V9	DNA	ERR1879804
ERR1756010	SAMEA2623148	tara	18S rRNA	V9	DNA	ERR1756010
ERR1756132	SAMEA2623148	tara	18S rRNA	V9	DNA	ERR1756132
ERR1879843	SAMEA2623184	tara	18S rRNA	V9	DNA	ERR1879843
ERR1756224	SAMEA2623186	tara	18S rRNA	V9	DNA	ERR1756224
ERR1756246	SAMEA2623186	tara	18S rRNA	V9	DNA	ERR1756246
ERR1879773	SAMEA2623204	tara	18S rRNA	V9	DNA	ERR1879773
ERR1879863	SAMEA2623204	tara	18S rRNA	V9	DNA	ERR1879863
ERR1756220	SAMEA2623206	tara	18S rRNA	V9	DNA	ERR1756220
ERR1879671	SAMEA2623226	tara	18S rRNA	V9	DNA	ERR1879671
ERR1756196	SAMEA2623228	tara	18S rRNA	V9	DNA	ERR1756196
ERR1879829	SAMEA2623264	tara	18S rRNA	V9	DNA	ERR1879829
ERR1756086	SAMEA2623266	tara	18S rRNA	V9	DNA	ERR1756086
ERR1879852	SAMEA2623282	tara	18S rRNA	V9	DNA	ERR1879852
ERR1879894	SAMEA2623282	tara	18S rRNA	V9	DNA	ERR1879894
ERR1756149	SAMEA2623284	tara	18S rRNA	V9	DNA	ERR1756149
ERR1756234	SAMEA2623284	tara	18S rRNA	V9	DNA	ERR1756234
ERR1879677	SAMEA2623302	tara	18S rRNA	V9	DNA	ERR1879677
ERR1879680	SAMEA2623302	tara	18S rRNA	V9	DNA	ERR1879680
ERR1755987	SAMEA2623304	tara	18S rRNA	V9	DNA	ERR1755987
ERR1756266	SAMEA2623304	tara	18S rRNA	V9	DNA	ERR1756266
ERR1879703	SAMEA2623357	tara	18S rRNA	V9	DNA	ERR1879703
ERR1756080	SAMEA2623359	tara	18S rRNA	V9	DNA	ERR1756080
ERR1879690	SAMEA2623417	tara	18S rRNA	V9	DNA	ERR1879690
ERR1879721	SAMEA2623417	tara	18S rRNA	V9	DNA	ERR1879721
ERR1756023	SAMEA2623419	tara	18S rRNA	V9	DNA	ERR1756023
ERR1756136	SAMEA2623419	tara	18S rRNA	V9	DNA	ERR1756136
ERR1879888	SAMEA2623437	tara	18S rRNA	V9	DNA	ERR1879888
ERR1755973	SAMEA2623439	tara	18S rRNA	V9	DNA	ERR1755973
ERR1756304	SAMEA2623457	tara	18S rRNA	V9	DNA	ERR1756304
ERR1879723	SAMEA2623458	tara	18S rRNA	V9	DNA	ERR1879723
ERR1879926	SAMEA2623458	tara	18S rRNA	V9	DNA	ERR1879926
ERR1879905	SAMEA2623459	tara	18S rRNA	V9	DNA	ERR1879905
ERR1879877	SAMEA2623477	tara	18S rRNA	V9	DNA	ERR1879877
ERR1879944	SAMEA2623477	tara	18S rRNA	V9	DNA	ERR1879944
ERR1756139	SAMEA2623479	tara	18S rRNA	V9	DNA	ERR1756139
ERR1879683	SAMEA2623481	tara	18S rRNA	V9	DNA	ERR1879683
ERR1879923	SAMEA2623481	tara	18S rRNA	V9	DNA	ERR1879923
ERR1879660	SAMEA2623541	tara	18S rRNA	V9	DNA	ERR1879660
ERR1879814	SAMEA2623541	tara	18S rRNA	V9	DNA	ERR1879814
ERR1756327	SAMEA2623543	tara	18S rRNA	V9	DNA	ERR1756327
ERR1879673	SAMEA2623562	tara	18S rRNA	V9	DNA	ERR1879673
ERR1879889	SAMEA2623562	tara	18S rRNA	V9	DNA	ERR1879889
ERR1756350	SAMEA2623564	tara	18S rRNA	V9	DNA	ERR1756350
ERR1879899	SAMEA2623601	tara	18S rRNA	V9	DNA	ERR1879899
ERR1879918	SAMEA2623603	tara	18S rRNA	V9	DNA	ERR1879918
ERR1879801	SAMEA2623639	tara	18S rRNA	V9	DNA	ERR1879801
ERR1879875	SAMEA2623639	tara	18S rRNA	V9	DNA	ERR1879875
ERR1756183	SAMEA2623641	tara	18S rRNA	V9	DNA	ERR1756183
ERR1879792	SAMEA2623683	tara	18S rRNA	V9	DNA	ERR1879792
ERR1756270	SAMEA2623685	tara	18S rRNA	V9	DNA	ERR1756270
ERR1879670	SAMEA2623721	tara	18S rRNA	V9	DNA	ERR1879670
ERR1756169	SAMEA2623723	tara	18S rRNA	V9	DNA	ERR1756169
ERR1879725	SAMEA2623741	tara	18S rRNA	V9	DNA	ERR1879725
ERR1879728	SAMEA2623741	tara	18S rRNA	V9	DNA	ERR1879728
ERR1755922	SAMEA2623743	tara	18S rRNA	V9	DNA	ERR1755922
ERR1756105	SAMEA2623743	tara	18S rRNA	V9	DNA	ERR1756105
ERR1879758	SAMEA2623781	tara	18S rRNA	V9	DNA	ERR1879758
ERR1756002	SAMEA2623783	tara	18S rRNA	V9	DNA	ERR1756002
ERR1756365	SAMEA2623783	tara	18S rRNA	V9	DNA	ERR1756365
ERR1879940	SAMEA2623815	tara	18S rRNA	V9	DNA	ERR1879940
ERR1755971	SAMEA2623817	tara	18S rRNA	V9	DNA	ERR1755971
ERR1879740	SAMEA2623837	tara	18S rRNA	V9	DNA	ERR1879740
ERR1756173	SAMEA2623839	tara	18S rRNA	V9	DNA	ERR1756173
ERR1879914	SAMEA2623859	tara	18S rRNA	V9	DNA	ERR1879914
ERR1756353	SAMEA2623861	tara	18S rRNA	V9	DNA	ERR1756353
ERR1879948	SAMEA2623899	tara	18S rRNA	V9	DNA	ERR1879948
ERR1756280	SAMEA2623901	tara	18S rRNA	V9	DNA	ERR1756280
ERR1879806	SAMEA2623946	tara	18S rRNA	V9	DNA	ERR1879806
ERR1879682	SAMEA2623948	tara	18S rRNA	V9	DNA	ERR1879682
ERR1879933	SAMEA2623950	tara	18S rRNA	V9	DNA	ERR1879933
ERR1879733	SAMEA2623985	tara	18S rRNA	V9	DNA	ERR1879733
ERR1879737	SAMEA2623985	tara	18S rRNA	V9	DNA	ERR1879737
ERR1756026	SAMEA2623987	tara	18S rRNA	V9	DNA	ERR1756026
ERR1756020	SAMEA2623989	tara	18S rRNA	V9	DNA	ERR1756020
ERR1756328	SAMEA2623989	tara	18S rRNA	V9	DNA	ERR1756328
ERR1879701	SAMEA2730747	tara	18S rRNA	V9	DNA	ERR1879701
ERR1879887	SAMEA2730749	tara	18S rRNA	V9	DNA	ERR1879887
ERR1755984	SAMEA2731098	tara	18S rRNA	V9	DNA	ERR1755984
ERR1755947	SAMEA2731305	tara	18S rRNA	V9	DNA	ERR1755947
ERR562428	SAMEA2611378	tara	18S rRNA	V9	DNA	ERR562428
ERR562633	SAMEA2611381	tara	18S rRNA	V9	DNA	ERR562633
ERR562571	SAMEA2611383	tara	18S rRNA	V9	DNA	ERR562571
ERR562529	SAMEA2624980	tara	18S rRNA	V9	DNA	ERR562529
ERR562520	SAMEA2656956	tara	18S rRNA	V9	DNA	ERR562520
ERR562379	SAMEA2656959	tara	18S rRNA	V9	DNA	ERR562379
ERR562624	SAMEA2656962	tara	18S rRNA	V9	DNA	ERR562624
ERR562686	SAMEA2656963	tara	18S rRNA	V9	DNA	ERR562686
ERR562449	SAMEA2656964	tara	18S rRNA	V9	DNA	ERR562449
ERR562523	SAMEA2656964	tara	18S rRNA	V9	DNA	ERR562523
ERR562693	SAMEA2656964	tara	18S rRNA	V9	DNA	ERR562693
ERR562695	SAMEA2656964	tara	18S rRNA	V9	DNA	ERR562695
ERR562701	SAMEA2656964	tara	18S rRNA	V9	DNA	ERR562701
ERR562559	SAMEA2656965	tara	18S rRNA	V9	DNA	ERR562559
ERR562593	SAMEA2656965	tara	18S rRNA	V9	DNA	ERR562593
ERR562605	SAMEA2656965	tara	18S rRNA	V9	DNA	ERR562605
ERR562617	SAMEA2656965	tara	18S rRNA	V9	DNA	ERR562617
ERR562707	SAMEA2656965	tara	18S rRNA	V9	DNA	ERR562707
ERR562669	SAMEA2656969	tara	18S rRNA	V9	DNA	ERR562669
ERR562368	SAMEA2656970	tara	18S rRNA	V9	DNA	ERR562368
ERR562395	SAMEA2656974	tara	18S rRNA	V9	DNA	ERR562395
ERR562712	SAMEA2656976	tara	18S rRNA	V9	DNA	ERR562712
ERR562419	SAMEA2656977	tara	18S rRNA	V9	DNA	ERR562419
ERR562387	SAMEA2656979	tara	18S rRNA	V9	DNA	ERR562387
ERR562509	SAMEA2656986	tara	18S rRNA	V9	DNA	ERR562509
ERR562612	SAMEA2656988	tara	18S rRNA	V9	DNA	ERR562612
ERR562424	SAMEA2656993	tara	18S rRNA	V9	DNA	ERR562424
ERR562440	SAMEA2656994	tara	18S rRNA	V9	DNA	ERR562440
ERR562610	SAMEA2657000	tara	18S rRNA	V9	DNA	ERR562610
ERR562474	SAMEA2657003	tara	18S rRNA	V9	DNA	ERR562474
ERR562637	SAMEA2657005	tara	18S rRNA	V9	DNA	ERR562637
ERR562388	SAMEA2657007	tara	18S rRNA	V9	DNA	ERR562388
ERR562651	SAMEA2657010	tara	18S rRNA	V9	DNA	ERR562651
ERR562595	SAMEA2657011	tara	18S rRNA	V9	DNA	ERR562595
ERR562628	SAMEA2657012	tara	18S rRNA	V9	DNA	ERR562628
ERR562577	SAMEA2657015	tara	18S rRNA	V9	DNA	ERR562577
ERR562522	SAMEA2657016	tara	18S rRNA	V9	DNA	ERR562522
ERR562649	SAMEA2657017	tara	18S rRNA	V9	DNA	ERR562649
ERR562362	SAMEA2657018	tara	18S rRNA	V9	DNA	ERR562362
ERR562579	SAMEA2657019	tara	18S rRNA	V9	DNA	ERR562579
ERR562511	SAMEA2657020	tara	18S rRNA	V9	DNA	ERR562511
ERR562366	SAMEA2657021	tara	18S rRNA	V9	DNA	ERR562366
ERR562629	SAMEA2657022	tara	18S rRNA	V9	DNA	ERR562629
ERR562414	SAMEA2657025	tara	18S rRNA	V9	DNA	ERR562414
ERR562528	SAMEA2657027	tara	18S rRNA	V9	DNA	ERR562528
ERR562715	SAMEA2657034	tara	18S rRNA	V9	DNA	ERR562715
ERR562650	SAMEA2657035	tara	18S rRNA	V9	DNA	ERR562650
ERR562584	SAMEA2657042	tara	18S rRNA	V9	DNA	ERR562584
ERR562389	SAMEA2657043	tara	18S rRNA	V9	DNA	ERR562389
ERR562589	SAMEA2657044	tara	18S rRNA	V9	DNA	ERR562589
ERR562708	SAMEA2657045	tara	18S rRNA	V9	DNA	ERR562708
ERR562714	SAMEA2657047	tara	18S rRNA	V9	DNA	ERR562714
ERR562490	SAMEA2657049	tara	18S rRNA	V9	DNA	ERR562490
ERR562583	SAMEA2657050	tara	18S rRNA	V9	DNA	ERR562583
ERR562703	SAMEA2657051	tara	18S rRNA	V9	DNA	ERR562703
ERR562688	SAMEA2657052	tara	18S rRNA	V9	DNA	ERR562688
ERR562383	SAMEA2657053	tara	18S rRNA	V9	DNA	ERR562383
ERR562400	SAMEA2657056	tara	18S rRNA	V9	DNA	ERR562400
ERR562663	SAMEA2657057	tara	18S rRNA	V9	DNA	ERR562663
ERR562642	SAMEA2657058	tara	18S rRNA	V9	DNA	ERR562642
ERR562479	SAMEA2657059	tara	18S rRNA	V9	DNA	ERR562479
ERR562453	SAMEA2657060	tara	18S rRNA	V9	DNA	ERR562453
ERR562531	SAMEA2657061	tara	18S rRNA	V9	DNA	ERR562531
ERR562409	SAMEA2657068	tara	18S rRNA	V9	DNA	ERR562409
ERR562489	SAMEA2657069	tara	18S rRNA	V9	DNA	ERR562489
ERR562578	SAMEA2657071	tara	18S rRNA	V9	DNA	ERR562578
ERR562382	SAMEA2657072	tara	18S rRNA	V9	DNA	ERR562382
ERR562454	SAMEA2657073	tara	18S rRNA	V9	DNA	ERR562454
ERR562545	SAMEA2657074	tara	18S rRNA	V9	DNA	ERR562545
ERR562446	SAMEA2657075	tara	18S rRNA	V9	DNA	ERR562446
ERR562484	SAMEA2657081	tara	18S rRNA	V9	DNA	ERR562484
ERR562458	SAMEA2657083	tara	18S rRNA	V9	DNA	ERR562458
ERR562510	SAMEA2657084	tara	18S rRNA	V9	DNA	ERR562510
ERR562722	SAMEA2657088	tara	18S rRNA	V9	DNA	ERR562722
ERR562563	SAMEA2657090	tara	18S rRNA	V9	DNA	ERR562563
ERR562682	SAMEA2657091	tara	18S rRNA	V9	DNA	ERR562682
ERR562411	SAMEA2657093	tara	18S rRNA	V9	DNA	ERR562411
ERR562622	SAMEA2657097	tara	18S rRNA	V9	DNA	ERR562622
ERR562493	SAMEA2657098	tara	18S rRNA	V9	DNA	ERR562493
ERR562596	SAMEA2657099	tara	18S rRNA	V9	DNA	ERR562596
ERR562711	SAMEA2657099	tara	18S rRNA	V9	DNA	ERR562711
ERR562554	SAMEA2657108	tara	18S rRNA	V9	DNA	ERR562554
ERR566174	SAMEA2661639	tara	18S rRNA	V9	DNA	ERR566174
ERR1756305	SAMEA2730472	tara	18S rRNA	V9	DNA	ERR1756305
ERR1756318	SAMEA2730491	tara	18S rRNA	V9	DNA	ERR1756318
ERR1755897	SAMEA2730503	tara	18S rRNA	V9	DNA	ERR1755897
ERR1756120	SAMEA2730531	tara	18S rRNA	V9	DNA	ERR1756120
ERR1756351	SAMEA2730540	tara	18S rRNA	V9	DNA	ERR1756351
ERR1756125	SAMEA2730625	tara	18S rRNA	V9	DNA	ERR1756125
ERR1756239	SAMEA2730657	tara	18S rRNA	V9	DNA	ERR1756239
ERR1755926	SAMEA2730691	tara	18S rRNA	V9	DNA	ERR1755926
ERR1756298	SAMEA2730728	tara	18S rRNA	V9	DNA	ERR1756298
ERR1756324	SAMEA2730766	tara	18S rRNA	V9	DNA	ERR1756324
ERR1756261	SAMEA2730820	tara	18S rRNA	V9	DNA	ERR1756261
ERR1755986	SAMEA2730824	tara	18S rRNA	V9	DNA	ERR1755986
ERR1756134	SAMEA2730839	tara	18S rRNA	V9	DNA	ERR1756134
ERR1756363	SAMEA2730839	tara	18S rRNA	V9	DNA	ERR1756363
ERR1756185	SAMEA2730858	tara	18S rRNA	V9	DNA	ERR1756185
ERR1756019	SAMEA2730863	tara	18S rRNA	V9	DNA	ERR1756019
ERR1756321	SAMEA2730866	tara	18S rRNA	V9	DNA	ERR1756321
ERR1756037	SAMEA2730869	tara	18S rRNA	V9	DNA	ERR1756037
ERR1755889	SAMEA2730888	tara	18S rRNA	V9	DNA	ERR1755889
ERR1756066	SAMEA2730888	tara	18S rRNA	V9	DNA	ERR1756066
ERR1756310	SAMEA2730900	tara	18S rRNA	V9	DNA	ERR1756310
ERR1756193	SAMEA2730914	tara	18S rRNA	V9	DNA	ERR1756193
ERR1756089	SAMEA2730918	tara	18S rRNA	V9	DNA	ERR1756089
ERR1756357	SAMEA2730918	tara	18S rRNA	V9	DNA	ERR1756357
ERR1756129	SAMEA2730939	tara	18S rRNA	V9	DNA	ERR1756129
ERR1756063	SAMEA2730995	tara	18S rRNA	V9	DNA	ERR1756063
ERR1756242	SAMEA2730995	tara	18S rRNA	V9	DNA	ERR1756242
ERR1755982	SAMEA2731026	tara	18S rRNA	V9	DNA	ERR1755982
ERR1755902	SAMEA2731031	tara	18S rRNA	V9	DNA	ERR1755902
ERR1755923	SAMEA2731031	tara	18S rRNA	V9	DNA	ERR1755923
ERR1756202	SAMEA2731172	tara	18S rRNA	V9	DNA	ERR1756202
ERR1756287	SAMEA2731172	tara	18S rRNA	V9	DNA	ERR1756287
ERR1756113	SAMEA2731190	tara	18S rRNA	V9	DNA	ERR1756113
ERR1756215	SAMEA2731190	tara	18S rRNA	V9	DNA	ERR1756215
ERR1879666	SAMEA2731348	tara	18S rRNA	V9	DNA	ERR1879666
ERR1879884	SAMEA2731348	tara	18S rRNA	V9	DNA	ERR1879884
ERR1755941	SAMEA2731359	tara	18S rRNA	V9	DNA	ERR1755941
ERR1756314	SAMEA2731359	tara	18S rRNA	V9	DNA	ERR1756314
ERR1755958	SAMEA2731420	tara	18S rRNA	V9	DNA	ERR1755958
ERR1756223	SAMEA2731420	tara	18S rRNA	V9	DNA	ERR1756223
ERR1756088	SAMEA2731525	tara	18S rRNA	V9	DNA	ERR1756088
ERR1755894	SAMEA2731573	tara	18S rRNA	V9	DNA	ERR1755894
ERR1756046	SAMEA2731578	tara	18S rRNA	V9	DNA	ERR1756046
ERR1756119	SAMEA2731583	tara	18S rRNA	V9	DNA	ERR1756119
ERR1879802	SAMEA2731618	tara	18S rRNA	V9	DNA	ERR1879802
ERR1756355	SAMEA2731658	tara	18S rRNA	V9	DNA	ERR1756355
ERR1755945	SAMEA2731665	tara	18S rRNA	V9	DNA	ERR1755945
ERR1756208	SAMEA2731665	tara	18S rRNA	V9	DNA	ERR1756208
ERR1755999	SAMEA2731669	tara	18S rRNA	V9	DNA	ERR1755999
ERR1756056	SAMEA2731669	tara	18S rRNA	V9	DNA	ERR1756056
ERR1756326	SAMEA2731672	tara	18S rRNA	V9	DNA	ERR1756326
ERR1756344	SAMEA2731692	tara	18S rRNA	V9	DNA	ERR1756344
ERR1759703	SAMEA2731693	tara	18S rRNA	V9	DNA	ERR1759703
ERR1759719	SAMEA2731693	tara	18S rRNA	V9	DNA	ERR1759719
ERR1756217	SAMEA2731721	tara	18S rRNA	V9	DNA	ERR1756217
ERR1756174	SAMEA2731724	tara	18S rRNA	V9	DNA	ERR1756174
ERR1756205	SAMEA2731729	tara	18S rRNA	V9	DNA	ERR1756205
ERR1756307	SAMEA2731784	tara	18S rRNA	V9	DNA	ERR1756307
ERR1755953	SAMEA2731833	tara	18S rRNA	V9	DNA	ERR1755953
ERR1756198	SAMEA2731846	tara	18S rRNA	V9	DNA	ERR1756198
ERR1755962	SAMEA2731877	tara	18S rRNA	V9	DNA	ERR1755962
ERR1756272	SAMEA2731877	tara	18S rRNA	V9	DNA	ERR1756272
ERR1756008	SAMEA2731883	tara	18S rRNA	V9	DNA	ERR1756008
ERR1756142	SAMEA2731883	tara	18S rRNA	V9	DNA	ERR1756142
ERR1756049	SAMEA2731889	tara	18S rRNA	V9	DNA	ERR1756049
ERR1755959	SAMEA2731900	tara	18S rRNA	V9	DNA	ERR1755959
ERR1755890	SAMEA2731973	tara	18S rRNA	V9	DNA	ERR1755890
ERR1756292	SAMEA2731973	tara	18S rRNA	V9	DNA	ERR1756292
ERR1756021	SAMEA2731979	tara	18S rRNA	V9	DNA	ERR1756021
ERR1756175	SAMEA2731979	tara	18S rRNA	V9	DNA	ERR1756175
ERR1755976	SAMEA2731987	tara	18S rRNA	V9	DNA	ERR1755976
ERR1755905	SAMEA2731996	tara	18S rRNA	V9	DNA	ERR1755905
ERR1756009	SAMEA2732026	tara	18S rRNA	V9	DNA	ERR1756009
ERR1756285	SAMEA2732052	tara	18S rRNA	V9	DNA	ERR1756285
ERR1759710	SAMEA2732058	tara	18S rRNA	V9	DNA	ERR1759710
ERR1756190	SAMEA2732073	tara	18S rRNA	V9	DNA	ERR1756190
ERR1756106	SAMEA2732099	tara	18S rRNA	V9	DNA	ERR1756106
ERR1879698	SAMEA2732161	tara	18S rRNA	V9	DNA	ERR1879698
ERR1879699	SAMEA2732161	tara	18S rRNA	V9	DNA	ERR1879699
ERR1756011	SAMEA2732192	tara	18S rRNA	V9	DNA	ERR1756011
ERR1756041	SAMEA2732192	tara	18S rRNA	V9	DNA	ERR1756041
ERR1756015	SAMEA2732201	tara	18S rRNA	V9	DNA	ERR1756015
ERR1756124	SAMEA2732231	tara	18S rRNA	V9	DNA	ERR1756124
ERR1756348	SAMEA2732245	tara	18S rRNA	V9	DNA	ERR1756348
ERR1756362	SAMEA2732245	tara	18S rRNA	V9	DNA	ERR1756362
ERR1756016	SAMEA2732304	tara	18S rRNA	V9	DNA	ERR1756016
ERR1756061	SAMEA2732322	tara	18S rRNA	V9	DNA	ERR1756061
ERR1755995	SAMEA2732344	tara	18S rRNA	V9	DNA	ERR1755995
ERR1755880	SAMEA2732360	tara	18S rRNA	V9	DNA	ERR1755880
ERR1756214	SAMEA2732360	tara	18S rRNA	V9	DNA	ERR1756214
ERR1755909	SAMEA2732369	tara	18S rRNA	V9	DNA	ERR1755909
ERR1756315	SAMEA2732369	tara	18S rRNA	V9	DNA	ERR1756315
ERR1759705	SAMEA2732401	tara	18S rRNA	V9	DNA	ERR1759705
ERR1759717	SAMEA2732401	tara	18S rRNA	V9	DNA	ERR1759717
ERR1756060	SAMEA2732412	tara	18S rRNA	V9	DNA	ERR1756060
ERR1755896	SAMEA2732441	tara	18S rRNA	V9	DNA	ERR1755896
ERR1755993	SAMEA2732441	tara	18S rRNA	V9	DNA	ERR1755993
ERR1756146	SAMEA2732442	tara	18S rRNA	V9	DNA	ERR1756146
ERR1756352	SAMEA2732442	tara	18S rRNA	V9	DNA	ERR1756352
ERR1756029	SAMEA2732508	tara	18S rRNA	V9	DNA	ERR1756029
ERR1756148	SAMEA2732508	tara	18S rRNA	V9	DNA	ERR1756148
ERR1756151	SAMEA2732543	tara	18S rRNA	V9	DNA	ERR1756151
ERR1756364	SAMEA2732543	tara	18S rRNA	V9	DNA	ERR1756364
ERR1756262	SAMEA2732557	tara	18S rRNA	V9	DNA	ERR1756262
ERR1756090	SAMEA2732581	tara	18S rRNA	V9	DNA	ERR1756090
ERR1756180	SAMEA2732581	tara	18S rRNA	V9	DNA	ERR1756180
ERR1755990	SAMEA2732583	tara	18S rRNA	V9	DNA	ERR1755990
ERR1756018	SAMEA2732583	tara	18S rRNA	V9	DNA	ERR1756018
ERR1756309	SAMEA2732594	tara	18S rRNA	V9	DNA	ERR1756309
ERR1755906	SAMEA2732604	tara	18S rRNA	V9	DNA	ERR1755906
ERR1755972	SAMEA2732604	tara	18S rRNA	V9	DNA	ERR1755972
ERR1755907	SAMEA2732634	tara	18S rRNA	V9	DNA	ERR1755907
ERR1756177	SAMEA2732634	tara	18S rRNA	V9	DNA	ERR1756177
ERR1756069	SAMEA2732643	tara	18S rRNA	V9	DNA	ERR1756069
ERR1756137	SAMEA2732644	tara	18S rRNA	V9	DNA	ERR1756137
ERR1756226	SAMEA2732644	tara	18S rRNA	V9	DNA	ERR1756226
ERR1755981	SAMEA2732654	tara	18S rRNA	V9	DNA	ERR1755981
ERR1756079	SAMEA2732654	tara	18S rRNA	V9	DNA	ERR1756079
ERR1756072	SAMEA2732691	tara	18S rRNA	V9	DNA	ERR1756072
ERR1756206	SAMEA2732691	tara	18S rRNA	V9	DNA	ERR1756206
ERR1756210	SAMEA2732708	tara	18S rRNA	V9	DNA	ERR1756210
ERR1755879	SAMEA2732729	tara	18S rRNA	V9	DNA	ERR1755879
ERR1755934	SAMEA2732736	tara	18S rRNA	V9	DNA	ERR1755934
ERR1756004	SAMEA2732765	tara	18S rRNA	V9	DNA	ERR1756004
ERR1755873	SAMEA2732772	tara	18S rRNA	V9	DNA	ERR1755873
ERR1756275	SAMEA2732772	tara	18S rRNA	V9	DNA	ERR1756275
ERR1756043	SAMEA2732797	tara	18S rRNA	V9	DNA	ERR1756043
ERR1756064	SAMEA2732797	tara	18S rRNA	V9	DNA	ERR1756064
ERR1756110	SAMEA2732838	tara	18S rRNA	V9	DNA	ERR1756110
ERR1755977	SAMEA2732857	tara	18S rRNA	V9	DNA	ERR1755977
ERR1755997	SAMEA2732863	tara	18S rRNA	V9	DNA	ERR1755997
ERR1756038	SAMEA2732863	tara	18S rRNA	V9	DNA	ERR1756038
ERR1759706	SAMEA2732895	tara	18S rRNA	V9	DNA	ERR1759706
ERR1759713	SAMEA2732895	tara	18S rRNA	V9	DNA	ERR1759713
ERR1756335	SAMEA2732902	tara	18S rRNA	V9	DNA	ERR1756335
ERR1755970	SAMEA2732906	tara	18S rRNA	V9	DNA	ERR1755970
ERR1756284	SAMEA2732932	tara	18S rRNA	V9	DNA	ERR1756284
ERR1756268	SAMEA2732968	tara	18S rRNA	V9	DNA	ERR1756268
ERR1756356	SAMEA2732968	tara	18S rRNA	V9	DNA	ERR1756356
ERR1756005	SAMEA2732974	tara	18S rRNA	V9	DNA	ERR1756005
ERR1755969	SAMEA2732986	tara	18S rRNA	V9	DNA	ERR1755969
ERR1756278	SAMEA2732986	tara	18S rRNA	V9	DNA	ERR1756278
ERR562558	SAMEA2611380	tara	18S rRNA	V9	DNA	ERR562558
ERR562425	SAMEA2611382	tara	18S rRNA	V9	DNA	ERR562425
ERR562515	SAMEA2611384	tara	18S rRNA	V9	DNA	ERR562515
ERR562472	SAMEA2611385	tara	18S rRNA	V9	DNA	ERR562472
ERR562533	SAMEA2624976	tara	18S rRNA	V9	DNA	ERR562533
ERR562469	SAMEA2625587	tara	18S rRNA	V9	DNA	ERR562469
ERR562727	SAMEA2656955	tara	18S rRNA	V9	DNA	ERR562727
ERR562652	SAMEA2656957	tara	18S rRNA	V9	DNA	ERR562652
ERR562613	SAMEA2656960	tara	18S rRNA	V9	DNA	ERR562613
ERR562527	SAMEA2656961	tara	18S rRNA	V9	DNA	ERR562527
ERR562450	SAMEA2656967	tara	18S rRNA	V9	DNA	ERR562450
ERR562465	SAMEA2656967	tara	18S rRNA	V9	DNA	ERR562465
ERR562485	SAMEA2656967	tara	18S rRNA	V9	DNA	ERR562485
ERR562645	SAMEA2656967	tara	18S rRNA	V9	DNA	ERR562645
ERR562655	SAMEA2656967	tara	18S rRNA	V9	DNA	ERR562655
ERR562407	SAMEA2656968	tara	18S rRNA	V9	DNA	ERR562407
ERR562505	SAMEA2656971	tara	18S rRNA	V9	DNA	ERR562505
ERR562550	SAMEA2656972	tara	18S rRNA	V9	DNA	ERR562550
ERR562586	SAMEA2656975	tara	18S rRNA	V9	DNA	ERR562586
ERR562492	SAMEA2656978	tara	18S rRNA	V9	DNA	ERR562492
ERR562508	SAMEA2656980	tara	18S rRNA	V9	DNA	ERR562508
ERR562591	SAMEA2656981	tara	18S rRNA	V9	DNA	ERR562591
ERR562448	SAMEA2656983	tara	18S rRNA	V9	DNA	ERR562448
ERR562435	SAMEA2656984	tara	18S rRNA	V9	DNA	ERR562435
ERR562482	SAMEA2656985	tara	18S rRNA	V9	DNA	ERR562482
ERR562691	SAMEA2656987	tara	18S rRNA	V9	DNA	ERR562691
ERR562420	SAMEA2656990	tara	18S rRNA	V9	DNA	ERR562420
ERR562438	SAMEA2656992	tara	18S rRNA	V9	DNA	ERR562438
ERR562374	SAMEA2656995	tara	18S rRNA	V9	DNA	ERR562374
ERR562573	SAMEA2656996	tara	18S rRNA	V9	DNA	ERR562573
ERR562416	SAMEA2656998	tara	18S rRNA	V9	DNA	ERR562416
ERR562608	SAMEA2656999	tara	18S rRNA	V9	DNA	ERR562608
ERR562681	SAMEA2657001	tara	18S rRNA	V9	DNA	ERR562681
ERR562562	SAMEA2657002	tara	18S rRNA	V9	DNA	ERR562562
ERR562481	SAMEA2657004	tara	18S rRNA	V9	DNA	ERR562481
ERR562644	SAMEA2657008	tara	18S rRNA	V9	DNA	ERR562644
ERR562541	SAMEA2657013	tara	18S rRNA	V9	DNA	ERR562541
ERR562597	SAMEA2657023	tara	18S rRNA	V9	DNA	ERR562597
ERR562599	SAMEA2657024	tara	18S rRNA	V9	DNA	ERR562599
